id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
1594,Janssen,annulus,6.92,1162,0.1498,12.7,42.3,2743,2.5
263,Thompson,tube,6.89,7554,-0.0416,10.3,10.3,762,5.9
1322,Weatherhead,tube,13.79,1994,0.0101,11.1,11.1,457,2.3
1439,Williams,tube,15.17,3998,0.1464,9.5,9.5,1836,1.8
151,Thompson,tube,7.03,2441,0.1857,4.6,4.6,229,5.1
473,Thompson,tube,6.89,1912,-0.0428,23.6,23.6,1972,3.5
641,Thompson,tube,10.34,7880,-0.1179,10.3,10.3,762,8.0
1848,Richenderfer,plate,0.51,1000,-0.0102,15.0,120.0,10,6.0
1755,Janssen,annulus,6.91,5533,0.0063,12.7,38.1,914,3.8
551,Thompson,tube,8.96,4069,0.0886,11.5,11.5,1524,2.1
929,Thompson,tube,13.79,7012,-0.3338,4.7,4.7,318,10.7
489,Thompson,tube,6.89,3580,0.0811,23.6,23.6,1972,2.0
1691,Janssen,annulus,6.92,1533,0.1784,8.5,24.6,1778,2.3
1172,Thompson,tube,17.24,3621,-0.022,1.9,1.9,152,5.1
147,Thompson,tube,7.28,1383,0.1523,4.6,4.6,229,5.8
1596,Janssen,annulus,6.89,1161,0.1396,12.7,42.3,2743,3.4
1796,Janssen,annulus,6.92,1533,0.1161,8.5,24.6,1778,2.6
403,Thompson,tube,6.89,2699,0.1915,12.8,12.8,1930,2.1
955,Thompson,tube,13.79,5357,-0.424,5.7,5.7,625,9.3
1750,Janssen,annulus,9.65,5601,-0.0593,6.4,15.9,914,3.7
660,Thompson,tube,11.03,4069,0.0436,11.5,11.5,914,2.8
1373,Weatherhead,tube,13.79,690,-0.3487,11.1,11.1,457,3.8
464,Thompson,tube,6.89,7473,-0.065,23.6,23.6,610,6.3
1350,Weatherhead,tube,13.79,1344,0.0976,11.1,11.1,457,1.6
187,Thompson,tube,7.0,3580,0.1714,5.6,5.6,432,3.6
1148,Thompson,tube,15.51,3174,-0.0878,1.9,1.9,696,3.1
1225,Thompson,tube,8.27,1492,-0.0918,3.6,3.6,76,3.2
609,Thompson,tube,10.34,4828,-0.1162,10.3,10.3,762,6.8
144,Thompson,tube,6.89,6157,-0.1146,3.6,3.6,76,13.3
752,Thompson,tube,13.79,2265,-0.0779,1.9,1.9,696,2.1
1535,Janssen,annulus,6.85,1533,0.1579,8.5,22.3,2743,2.9
982,Thompson,tube,13.79,1318,0.0884,7.7,7.7,457,2.3
198,Thompson,tube,6.89,4069,0.099,5.6,5.6,432,4.1
884,Thompson,tube,13.79,3404,-0.1709,4.7,4.7,318,5.8
280,Thompson,tube,6.89,5371,-0.0413,10.3,10.3,794,6.0
294,Thompson,tube,6.89,6795,-0.059,10.3,10.3,794,7.0
1702,Janssen,annulus,6.89,3079,0.0088,4.6,11.3,1778,3.3
401,Thompson,tube,6.89,1967,0.1203,12.8,12.8,1930,2.8
123,Thompson,tube,3.9,4136,0.0887,10.8,10.8,432,5.2
1208,Thompson,tube,18.96,2767,-0.2874,1.9,1.9,152,4.5
203,Thompson,tube,7.03,3852,0.1856,5.6,5.6,864,2.9
1463,Beus,annulus,15.51,1356,0.1622,5.6,15.2,2134,0.9
836,Thompson,tube,13.79,2835,-0.0424,4.7,4.7,305,4.3
247,Thompson,tube,6.89,5818,-0.0229,10.3,10.3,762,5.1
1440,Beus,annulus,15.51,3673,0.0856,5.6,15.2,2134,1.9
1772,Janssen,annulus,6.92,553,0.1406,12.7,38.1,737,3.1
1753,Janssen,annulus,9.65,5615,-0.1167,6.4,15.9,914,4.7
1154,Thompson,tube,17.24,2007,-0.0627,1.9,1.9,152,3.5
1427,Williams,tube,15.17,1335,-0.0053,9.5,9.5,1836,2.1
385,Thompson,tube,7.0,4069,0.1441,11.5,11.5,2007,2.3
1642,Janssen,annulus,8.27,1519,0.0235,12.7,42.3,1778,4.1
855,Thompson,tube,13.79,1085,-0.112,4.7,4.7,318,2.4
1590,Janssen,annulus,6.89,2292,0.0866,12.7,42.3,2743,2.8
220,Thompson,tube,6.89,3635,0.0503,10.3,10.3,762,3.1
642,Thompson,tube,10.34,7880,-0.1208,10.3,10.3,762,7.9
2,Inasaka,tube,0.31,6700,-0.0596,3.0,3.0,100,10.6
113,Thompson,tube,3.9,2034,0.1383,10.8,10.8,432,5.5
699,Thompson,tube,12.07,2509,-0.0444,1.9,1.9,152,5.1
1783,Janssen,annulus,6.89,815,-0.0943,12.7,38.1,737,5.8
952,Thompson,tube,13.79,5289,-0.3491,5.7,5.7,625,7.9
1634,Janssen,annulus,5.58,1519,0.0382,12.7,42.3,1778,4.7
1411,Williams,tube,13.79,2725,0.0177,9.5,9.5,1836,2.5
1410,Williams,tube,13.79,2666,0.0322,9.5,9.5,1836,2.5
1534,Janssen,annulus,6.92,1519,0.1616,8.5,22.3,2743,2.6
1292,Weatherhead,tube,13.79,1356,-0.1965,7.7,7.7,457,4.1
1847,Richenderfer,plate,0.2,2000,-0.0385,15.0,120.0,10,7.2
442,Thompson,tube,6.89,1356,0.1136,23.6,23.6,610,3.2
1521,Janssen,annulus,7.08,1250,0.1857,8.5,22.3,2591,2.1
1137,Thompson,tube,15.51,3024,-0.1174,1.9,1.9,152,6.6
1257,Weatherhead,tube,13.79,1695,-0.0222,7.7,7.7,457,3.1
1738,Janssen,annulus,6.9,2807,0.0291,6.4,15.9,914,3.6
1632,Janssen,annulus,5.54,1519,0.0886,12.7,42.3,1778,4.0
1398,Williams,tube,11.03,4054,0.0595,9.5,9.5,1836,2.1
664,Thompson,tube,11.03,2021,0.1197,11.5,11.5,1143,2.3
1712,Janssen,annulus,6.92,2767,0.0208,12.7,38.1,737,3.6
1258,Weatherhead,tube,13.79,1682,0.0145,7.7,7.7,457,2.6
1656,Janssen,annulus,9.68,2292,0.0297,12.7,42.3,1778,3.5
318,Thompson,tube,7.03,1031,0.1575,10.8,10.8,432,3.9
649,Thompson,tube,11.0,2034,0.0577,11.5,11.5,914,2.9
1435,Williams,tube,15.17,2685,0.1093,9.5,9.5,1836,1.6
1480,Beus,annulus,13.79,2729,0.0537,5.6,15.2,2134,1.7
710,Thompson,tube,12.07,3296,-0.0191,1.9,1.9,152,4.0
1383,Weatherhead,tube,13.79,340,0.1629,11.1,11.1,457,2.4
1283,Weatherhead,tube,13.79,1370,0.0111,7.7,7.7,457,2.7
973,Thompson,tube,13.79,932,-0.0071,7.7,7.7,457,2.7
628,Thompson,tube,10.34,5967,-0.1428,10.3,10.3,762,7.7
633,Thompson,tube,10.34,6049,-0.0931,10.3,10.3,762,6.8
1307,Weatherhead,tube,13.79,925,0.0747,7.7,7.7,457,2.2
1401,Williams,tube,11.03,4071,0.097,9.5,9.5,1836,1.6
1409,Williams,tube,13.79,2042,0.0621,9.5,9.5,1836,2.0
1249,Weatherhead,tube,13.79,1980,0.07,7.7,7.7,457,2.3
1818,Kossolapov,plate,0.1,0,-0.1392,15.0,120.0,10,8.1
1255,Weatherhead,tube,13.79,1655,-0.1381,7.7,7.7,457,4.1
1497,Beus,annulus,11.03,3665,0.0259,5.6,15.2,2134,2.3
1372,Weatherhead,tube,13.79,690,-0.4854,11.1,11.1,457,3.6
1530,Janssen,annulus,6.86,1533,0.2138,8.5,22.3,2743,1.9
1355,Weatherhead,tube,13.79,1356,-0.17,11.1,11.1,457,3.2
1793,Janssen,annulus,6.89,2306,0.1504,8.5,24.6,1778,2.5
1771,Janssen,annulus,6.9,549,0.172,12.7,38.1,737,2.7
1644,Janssen,annulus,8.3,1519,0.0245,12.7,42.3,1778,4.0
1724,Janssen,annulus,6.85,2319,0.0412,12.7,38.1,914,3.4
796,Thompson,tube,13.79,3987,0.0734,4.6,4.6,295,2.7
646,Thompson,tube,10.34,7920,-0.1981,10.3,10.3,762,8.3
1013,Thompson,tube,13.79,1668,-0.2322,7.7,7.7,457,5.2
1715,Janssen,annulus,6.89,2780,0.0364,12.7,38.1,914,3.3
557,Thompson,tube,10.38,1343,0.1134,4.6,4.6,229,5.1
682,Thompson,tube,10.96,2672,0.0878,11.5,11.5,1524,2.7
578,Thompson,tube,11.03,4069,0.0554,9.3,9.3,762,2.9
1110,Thompson,tube,13.79,2455,0.0351,7.8,7.8,591,2.5
1267,Weatherhead,tube,13.79,1682,0.0145,7.7,7.7,457,2.6
1184,Thompson,tube,18.27,2902,-0.0137,3.0,3.0,35,2.4
525,Thompson,tube,6.89,2658,-0.1918,37.5,37.5,1953,4.9
1060,Thompson,tube,13.79,1038,0.1139,7.8,7.8,591,2.1
541,Thompson,tube,6.89,5493,-0.109,37.5,37.5,1953,5.9
1195,Thompson,tube,18.96,1885,-0.1349,1.9,1.9,152,3.1
1679,Janssen,annulus,6.87,3038,0.0035,8.5,24.6,1778,4.1
749,Thompson,tube,13.79,3852,-0.0148,1.9,1.9,152,4.9
1727,Janssen,annulus,6.89,2319,-0.0202,12.7,38.1,914,4.4
1431,Williams,tube,15.17,2691,0.0526,9.5,9.5,1836,1.9
485,Thompson,tube,6.89,2726,0.1144,23.6,23.6,1972,2.0
96,Thompson,tube,3.45,4001,0.1402,10.3,10.3,762,4.4
1021,Thompson,tube,13.79,1682,0.0593,7.7,7.7,457,2.3
564,Thompson,tube,10.57,2563,-0.0655,4.6,4.6,229,5.0
1265,Weatherhead,tube,13.79,1668,-0.077,7.7,7.7,457,3.6
743,Thompson,tube,13.79,3119,-0.0331,1.9,1.9,152,5.7
864,Thompson,tube,13.79,1709,0.0833,4.7,4.7,318,2.8
1599,Janssen,annulus,6.89,1519,0.1088,12.7,42.3,1778,3.3
1485,Beus,annulus,13.79,1351,0.1385,5.6,15.2,2134,1.4
892,Thompson,tube,13.79,3648,-0.3246,4.7,4.7,318,8.2
1578,Janssen,annulus,6.89,1519,0.081,12.7,42.3,2743,3.7
1039,Thompson,tube,13.79,2618,-0.1023,7.7,7.7,457,4.5
207,Thompson,tube,6.89,2414,0.1092,8.0,8.0,610,4.4
393,Thompson,tube,6.89,2577,0.034,12.4,12.4,610,4.3
795,Thompson,tube,13.79,3987,0.1198,4.6,4.6,295,2.2
871,Thompson,tube,13.79,2048,-0.3209,4.7,4.7,318,6.4
398,Thompson,tube,6.89,1899,0.0841,12.8,12.8,1930,3.1
767,Thompson,tube,13.79,5181,-0.4061,3.6,3.6,76,13.0
1717,Janssen,annulus,6.89,2767,0.0022,12.7,38.1,914,3.8
1242,Weatherhead,tube,13.79,2658,0.0886,7.7,7.7,457,1.8
1029,Thompson,tube,13.79,2007,0.1275,7.7,7.7,457,1.5
643,Thompson,tube,10.34,7893,-0.1684,10.3,10.3,762,9.3
1763,Janssen,annulus,9.72,5520,-0.0512,12.7,38.1,914,4.5
613,Thompson,tube,10.34,4842,-0.1171,10.3,10.3,762,6.8
961,Thompson,tube,13.79,689,-0.1377,7.7,7.7,457,3.2
1571,Janssen,annulus,6.89,1519,0.1671,12.7,42.3,2743,1.9
726,Thompson,tube,12.41,542,0.1959,19.8,19.8,610,1.8
684,Thompson,tube,11.03,2712,0.1018,11.5,11.5,1524,2.2
99,Thompson,tube,3.45,5737,0.0874,10.3,10.3,762,4.5
805,Thompson,tube,13.79,4204,0.0514,4.6,4.6,295,3.2
1598,Janssen,annulus,6.89,1519,0.1309,12.7,42.3,1778,2.9
407,Thompson,tube,6.89,2712,0.1092,12.8,12.8,1930,2.5
503,Thompson,tube,6.89,7514,-0.0457,23.6,23.6,1972,4.9
1072,Thompson,tube,13.79,1383,-0.0137,7.8,7.8,591,2.5
1057,Thompson,tube,13.79,933,0.08,7.8,7.8,591,2.3
930,Thompson,tube,13.79,7025,-0.0168,4.7,4.7,318,4.9
780,Thompson,tube,13.79,3445,0.0922,4.6,4.6,295,2.7
201,Thompson,tube,6.86,4123,0.0332,5.6,5.6,432,5.5
135,Thompson,tube,5.03,5059,0.0623,4.6,4.6,295,5.6
1052,Thompson,tube,13.79,732,0.0894,7.8,7.8,591,2.3
41,Thompson,tube,0.1,5588,0.0547,1.0,1.0,51,12.1
1018,Thompson,tube,13.79,1682,0.0484,7.7,7.7,457,2.3
231,Thompson,tube,6.89,3987,-0.0289,10.3,10.3,762,4.9
1514,Beus,annulus,5.52,2741,0.1119,5.6,15.2,2134,2.4
379,Thompson,tube,6.83,4069,0.1891,11.5,11.5,1727,2.2
289,Thompson,tube,6.89,6347,-0.024,10.3,10.3,794,5.4
419,Thompson,tube,6.89,5398,-0.0166,12.8,12.8,1930,4.2
1699,Janssen,annulus,6.89,3038,0.0893,4.6,11.3,1778,2.2
392,Thompson,tube,6.89,2360,0.0786,12.4,12.4,610,3.8
593,Thompson,tube,10.34,3906,-0.0633,10.3,10.3,762,4.9
1523,Janssen,annulus,7.05,1546,0.1745,8.5,22.3,2591,1.7
1163,Thompson,tube,17.24,2821,-0.0156,1.9,1.9,152,4.1
1087,Thompson,tube,13.79,1736,0.1166,7.8,7.8,591,2.1
1496,Beus,annulus,11.03,1355,0.1847,5.6,15.2,2134,1.0
648,Thompson,tube,11.03,2034,0.1184,11.5,11.5,914,2.0
1153,Thompson,tube,17.24,1953,-0.0235,1.9,1.9,152,3.1
1368,Weatherhead,tube,13.79,686,0.0088,11.1,11.1,457,2.2
521,Thompson,tube,6.89,1912,0.118,37.5,37.5,1953,2.3
65,Thompson,tube,3.86,4136,0.1294,5.6,5.6,432,5.5
15,Peskov,tube,14.0,2217,-0.0472,10.0,10.0,520,2.9
1181,Thompson,tube,17.24,3662,-0.1141,1.9,1.9,696,3.7
1065,Thompson,tube,13.79,1246,0.1394,7.8,7.8,591,1.9
493,Thompson,tube,6.89,3811,-0.0101,23.6,23.6,1972,3.1
380,Thompson,tube,6.96,4069,0.1584,11.5,11.5,1727,2.3
188,Thompson,tube,6.86,3635,0.1447,5.6,5.6,432,3.7
764,Thompson,tube,13.79,2428,-0.0455,3.6,3.6,76,3.8
217,Thompson,tube,6.93,4069,0.0944,9.3,9.3,1727,2.8
792,Thompson,tube,13.79,3716,0.0885,4.6,4.6,295,2.5
1077,Thompson,tube,13.79,1492,0.009,7.8,7.8,591,2.5
879,Thompson,tube,13.79,3038,0.0196,4.7,4.7,318,4.3
338,Thompson,tube,6.93,3458,0.0763,10.8,10.8,864,2.9
720,Thompson,tube,12.07,3472,-0.0719,1.9,1.9,696,3.1
1749,Janssen,annulus,9.68,5601,-0.0249,6.4,15.9,914,3.4
296,Thompson,tube,6.89,6971,-0.0585,10.3,10.3,794,7.2
1726,Janssen,annulus,6.89,2319,-0.008,12.7,38.1,914,4.2
1017,Thompson,tube,13.79,1682,0.0145,7.7,7.7,457,2.6
1276,Weatherhead,tube,13.79,1302,0.0249,7.7,7.7,457,2.7
1751,Janssen,annulus,9.65,5615,-0.0801,6.4,15.9,914,4.1
1486,Beus,annulus,13.79,2726,-0.1197,5.6,15.2,2134,2.7
456,Thompson,tube,6.89,3797,-0.0434,23.6,23.6,610,4.1
1862,Richenderfer,plate,1.01,1500,-0.0434,15.0,120.0,10,10.4
816,Thompson,tube,13.79,1397,0.0674,4.7,4.7,305,2.7
270,Thompson,tube,6.89,4218,-0.0225,10.3,10.3,794,5.1
996,Thompson,tube,13.79,1370,-0.2599,7.7,7.7,457,4.5
202,Thompson,tube,6.96,4123,0.0302,5.6,5.6,432,5.5
162,Thompson,tube,6.89,3282,0.1401,4.7,4.7,318,4.9
1580,Janssen,annulus,6.89,1519,0.1205,12.7,42.3,2743,2.7
730,Thompson,tube,12.45,542,0.1748,19.8,19.8,610,2.1
402,Thompson,tube,6.89,1980,0.1517,12.8,12.8,1930,2.7
703,Thompson,tube,12.07,2590,-0.0536,1.9,1.9,152,4.0
1501,Beus,annulus,11.03,2693,-0.027,5.6,15.2,2134,2.6
1130,Thompson,tube,15.51,2319,-0.0545,1.9,1.9,152,3.9
566,Thompson,tube,11.03,2034,0.0428,9.3,9.3,305,3.5
1414,Williams,tube,13.79,4684,-0.0124,9.5,9.5,1836,4.1
1022,Thompson,tube,13.79,1695,-0.0222,7.7,7.7,457,3.1
1026,Thompson,tube,13.79,1994,-0.2387,7.7,7.7,457,5.1
1412,Williams,tube,13.79,3404,0.015,9.5,9.5,1836,3.1
1586,Janssen,annulus,6.89,2292,0.0611,12.7,42.3,2743,3.5
1105,Thompson,tube,13.79,2319,0.1295,7.8,7.8,591,1.9
206,Thompson,tube,6.89,1682,0.0029,8.0,8.0,610,5.0
35,Thompson,tube,0.1,3757,0.0328,1.0,1.0,38,9.7
776,Thompson,tube,13.79,3404,0.0625,4.6,4.6,295,2.2
509,Thompson,tube,6.89,949,0.1746,37.5,37.5,1953,2.5
1452,Beus,annulus,13.79,3662,0.0124,5.6,15.2,2134,2.9
1479,Beus,annulus,13.79,3721,0.0238,5.6,15.2,2134,2.1
1836,Richenderfer,plate,0.1,2000,-0.0093,15.0,120.0,10,4.3
1391,Williams,tube,8.27,4096,0.0482,9.5,9.5,1836,2.8
92,Thompson,tube,3.45,3947,0.0867,10.3,10.3,762,4.6
1364,Weatherhead,tube,13.79,673,-0.0544,11.1,11.1,457,3.2
898,Thompson,tube,13.79,3974,0.0723,4.7,4.7,318,3.1
565,Thompson,tube,10.51,2631,-0.0881,4.6,4.6,229,6.2
1370,Weatherhead,tube,13.79,696,0.162,11.1,11.1,457,1.6
777,Thompson,tube,13.79,3404,0.0787,4.6,4.6,295,1.7
242,Thompson,tube,6.89,5696,-0.0261,10.3,10.3,762,4.9
14,Peskov,tube,12.0,2439,0.1103,10.0,10.0,1650,1.4
316,Thompson,tube,6.79,4014,-0.135,10.8,10.8,216,7.7
601,Thompson,tube,10.34,3960,-0.0557,10.3,10.3,762,5.1
388,Thompson,tube,6.89,1546,0.0797,12.4,12.4,610,4.0
1298,Weatherhead,tube,13.79,963,-0.2585,7.7,7.7,457,4.0
167,Thompson,tube,6.89,5045,0.0045,4.7,4.7,318,6.9
841,Thompson,tube,13.79,4109,-0.1961,4.7,4.7,305,7.3
21,Peskov,tube,18.0,5361,-0.068,10.0,10.0,1300,2.8
647,Thompson,tube,11.03,2034,0.1309,11.5,11.5,914,2.1
1509,Beus,annulus,8.27,1355,0.1461,5.6,15.2,2134,1.6
1155,Thompson,tube,17.24,2007,-0.0565,1.9,1.9,152,3.5
1529,Janssen,annulus,6.89,1519,0.139,8.5,22.3,2743,3.2
832,Thompson,tube,13.79,2794,-0.0358,4.7,4.7,305,4.2
1268,Weatherhead,tube,13.79,1682,0.0593,7.7,7.7,457,2.3
1591,Janssen,annulus,6.88,2292,0.1263,12.7,42.3,2743,2.2
563,Thompson,tube,10.51,2563,0.0069,4.6,4.6,229,6.0
1817,Mortimore,annulus,8.27,2731,0.1601,5.0,13.3,2134,1.8
687,Thompson,tube,10.96,2712,0.1455,11.5,11.5,1524,1.7
958,Thompson,tube,13.79,671,0.1476,7.7,7.7,457,2.2
190,Thompson,tube,6.89,3933,0.0773,5.6,5.6,432,4.7
1807,Mortimore,annulus,13.79,3467,0.1184,5.0,13.3,2134,1.4
976,Thompson,tube,13.79,956,-0.1341,7.7,7.7,457,3.2
700,Thompson,tube,12.07,2563,-0.0364,1.9,1.9,152,4.6
1500,Beus,annulus,11.03,3665,-0.0719,5.6,15.2,2134,3.2
1706,Janssen,annulus,6.9,2306,0.067,4.6,11.3,1778,2.4
511,Thompson,tube,6.89,1343,0.0572,37.5,37.5,1953,2.9
1083,Thompson,tube,13.79,1641,0.0134,7.8,7.8,591,2.5
475,Thompson,tube,6.89,1926,0.0414,23.6,23.6,1972,2.6
1585,Janssen,annulus,6.92,2278,0.0632,12.7,42.3,2743,3.1
857,Thompson,tube,13.79,1214,-0.3476,4.7,4.7,318,4.6
748,Thompson,tube,13.79,3635,0.0001,1.9,1.9,152,4.4
253,Thompson,tube,6.89,6049,-0.0591,10.3,10.3,762,6.5
22,Peskov,tube,18.0,2875,-0.1184,10.0,10.0,1650,2.1
1338,Weatherhead,tube,13.79,2021,-0.0428,11.1,11.1,457,2.8
460,Thompson,tube,6.89,5357,-0.0027,23.6,23.6,610,3.4
1185,Thompson,tube,18.27,793,-0.1258,3.0,3.0,150,1.1
277,Thompson,tube,6.89,5221,-0.0386,10.3,10.3,794,5.9
956,Thompson,tube,13.79,658,0.1802,7.7,7.7,457,2.3
1216,Thompson,tube,18.96,2238,-0.12,1.9,1.9,696,2.4
386,Thompson,tube,6.89,1465,0.0609,12.4,12.4,610,4.2
806,Thompson,tube,13.79,4367,0.0157,4.6,4.6,295,3.6
1438,Williams,tube,15.17,2661,0.1601,9.5,9.5,1836,1.2
1516,Beus,annulus,5.52,1337,0.1716,5.6,15.2,2134,1.4
344,Thompson,tube,6.83,3838,0.0049,10.8,10.8,864,4.3
770,Thompson,tube,13.79,7636,-0.2488,3.6,3.6,76,12.7
1333,Weatherhead,tube,13.79,2007,-0.2107,11.1,11.1,457,4.2
1686,Janssen,annulus,6.92,2292,0.0025,8.5,24.6,1778,4.5
131,Thompson,tube,3.9,4055,0.0751,10.8,10.8,864,4.2
1688,Janssen,annulus,6.92,2278,0.1145,8.5,24.6,1778,2.9
872,Thompson,tube,13.79,2482,0.1853,4.7,4.7,318,2.2
1124,Thompson,tube,15.51,2116,-0.0252,1.9,1.9,152,3.7
1397,Williams,tube,11.03,2679,0.1083,9.5,9.5,1836,1.6
88,Thompson,tube,3.45,3879,0.146,10.3,10.3,762,4.4
1483,Beus,annulus,13.79,2721,-0.0185,5.6,15.2,2134,2.0
331,Thompson,tube,6.79,4001,-0.0975,10.8,10.8,432,5.4
1239,Weatherhead,tube,13.79,2658,0.0081,7.7,7.7,457,3.2
467,Thompson,tube,6.89,1356,0.1131,23.6,23.6,1972,2.7
122,Thompson,tube,3.86,4136,0.0902,10.8,10.8,432,5.2
1639,Janssen,annulus,5.51,1519,0.0032,12.7,42.3,1778,5.5
1045,Thompson,tube,13.79,2658,0.0886,7.7,7.7,457,1.8
1725,Janssen,annulus,6.85,2319,0.0085,12.7,38.1,914,3.9
1096,Thompson,tube,13.79,2116,0.0983,7.8,7.8,591,2.1
1131,Thompson,tube,15.51,2319,-0.0417,1.9,1.9,152,4.4
1295,Weatherhead,tube,13.79,1383,0.0552,7.7,7.7,457,2.3
861,Thompson,tube,13.79,1533,0.1863,4.7,4.7,318,3.6
1460,Beus,annulus,8.27,1360,0.1715,5.6,15.2,2134,1.7
1127,Thompson,tube,15.51,2265,-0.0708,1.9,1.9,152,5.0
